Date Applied,Transaction Code,System Event Description,Order No,Order Type,Transaction Qty,On Hand Qty After Transaction,Lead Time Coverage,Order Point,Lot Size
2023-11-01,INTSHIP,Issue for Material Requisition,10665,Material Requisition,-36,6827.5,1.15,4000,8000
2023-11-02,INTSHIP,Issue for Material Requisition,10671,Material Requisition,-72,6755.5,1.14,4000,8000
2023-11-03,INTSHIP,Issue for Material Requisition,10694,Material Requisition,-72,6683.5,1.12,4000,8000
2023-11-03,INTSHIP,Issue for Material Requisition,10055,Material Requisition,-72,6611.5,1.11,4000,8000
2023-11-04,INTSHIP,Issue for Material Requisition,10674,Material Requisition,-36,6575.5,1.11,4000,8000
2023-11-04,INTSHIP,Issue for Material Requisition,10631,Material Requisition,-12,6563.5,1.1,4000,8000
2023-11-04,INTSHIP,Issue for Material Requisition,10692,Material Requisition,-36,6527.5,1.1,4000,8000
2023-11-04,INTSHIP,Issue for Material Requisition,10709,Material Requisition,-36,6491.5,1.09,4000,8000
2023-11-04,INTSHIP,Issue for Material Requisition,10472,Material Requisition,-72,6419.5,1.08,4000,8000
2023-11-04,INTSHIP,Issue for Material Requisition,10708,Material Requisition,-72,6347.5,1.07,4000,8000
2023-11-04,INTSHIP,Issue for Material Requisition,10530,Material Requisition,-72,6275.5,1.06,4000,8000
2023-11-05,INTSHIP,Issue for Material Requisition,10700,Material Requisition,-12,6263.5,1.05,4000,8000
2023-11-05,INTSHIP,Issue for Material Requisition,9205,Material Requisition,-8.4,6255.1,1.05,4000,8000
2023-11-05,INTSHIP,Issue for Material Requisition,9480,Material Requisition,-72,6183.1,1.04,4000,8000
2023-11-05,INTSHIP,Issue for Material Requisition,10745,Material Requisition,-6.6,6176.5,1.04,4000,8000
2023-11-05,INTSHIP,Issue for Material Requisition,10758,Material Requisition,-72,6104.5,1.03,4000,8000
2023-11-06,INTSHIP,Issue for Material Requisition,10814,Material Requisition,-36,6068.5,1.02,4000,8000
2023-11-06,INTSHIP,Issue for Material Requisition,10745,Material Requisition,-25,6043.5,1.02,4000,8000
2023-11-07,INTSHIP,Issue for Material Requisition,10851,Material Requisition,-36,6007.5,1.01,4000,8000
2023-11-07,INTSHIP,Issue for Material Requisition,10861,Material Requisition,-72,5935.5,1,4000,8000
2023-11-09,INTSHIP,Issue for Material Requisition,10894,Material Requisition,-72,5863.5,0.99,4000,8000
2023-11-09,INTSHIP,Issue for Material Requisition,10898,Material Requisition,-12,5851.5,0.98,4000,8000
2023-11-09,INTSHIP,Issue for Material Requisition,10929,Material Requisition,-36,5815.5,0.98,4000,8000
2023-11-09,INTSHIP,Issue for Material Requisition,10474,Material Requisition,-72,5743.5,0.97,4000,8000
2023-11-09,INTSHIP,Issue for Material Requisition,10939,Material Requisition,-12,5731.5,0.96,4000,8000
2023-11-10,INTSHIP,Issue for Material Requisition,10982,Material Requisition,-69,5662.5,0.95,4000,8000
2023-11-11,INTSHIP,Issue for Material Requisition,11005,Material Requisition,-67.5,5595,0.94,4000,8000
2023-11-13,INTSHIP,Issue for Material Requisition,11069,Material Requisition,-66,5529,0.93,4000,8000
2023-11-13,INTSHIP,Issue for Material Requisition,11040,Material Requisition,-48,5481,0.92,4000,8000
2023-11-13,INTSHIP,Issue for Material Requisition,11009,Material Requisition,-36,5445,0.92,4000,8000
2023-11-13,INTSHIP,Issue for Material Requisition,11084,Material Requisition,-48,5397,0.91,4000,8000
2023-11-13,INTSHIP,Issue for Material Requisition,11083,Material Requisition,-45,5352,0.9,4000,8000
2023-11-13,INTSHIP,Issue for Material Requisition,10983,Material Requisition,-3,5316,0.89,4000,8000
2023-11-13,INTSHIP,Issue for Material Requisition,10983,Material Requisition,-33,5319,0.89,4000,8000
2023-11-13,INTSHIP,Issue for Material Requisition,11095,Material Requisition,-67.5,5248.5,0.88,4000,8000
2023-11-14,INTSHIP,Issue for Material Requisition,10901,Material Requisition,-36,5212.5,0.88,4000,8000
2023-11-15,INTSHIP,Issue for Material Requisition,11144,Material Requisition,-48,5164.5,0.87,4000,8000
2023-11-15,INTSHIP,Issue for Material Requisition,11135,Material Requisition,-67.5,5097,0.86,4000,8000
2023-11-18,INTSHIP,Issue for Material Requisition,11177,Material Requisition,-48,5049,0.85,4000,8000
2023-11-18,INTSHIP,Issue for Material Requisition,11203,Material Requisition,-46,5003,0.84,4000,8000
2023-11-18,INTSHIP,Issue for Material Requisition,11233,Material Requisition,-45,4958,0.83,4000,8000
2023-11-18,INTSHIP,Issue for Material Requisition,11162,Material Requisition,-67.5,4890.5,0.82,4000,8000
2023-11-18,INTSHIP,Issue for Material Requisition,11187,Material Requisition,-67.5,4823,0.81,4000,8000
2023-11-18,INTSHIP,Issue for Material Requisition,11213,Material Requisition,-67.5,4755.5,0.8,4000,8000
2023-11-19,INTSHIP,Issue for Material Requisition,11239,Material Requisition,-54,4701.5,0.79,4000,8000
2023-11-19,INTSHIP,Issue for Material Requisition,11247,Material Requisition,-45,4656.5,0.78,4000,8000
2023-11-20,INTSHIP,Issue for Material Requisition,11291,Material Requisition,-36,4620.5,0.78,4000,8000
2023-11-20,INTSHIP,Issue for Material Requisition,11268,Material Requisition,-67.5,4553,0.77,4000,8000
2023-11-21,INTSHIP,Issue for Material Requisition,11352,Material Requisition,-36,4517,0.76,4000,8000
2023-11-21,INTSHIP,Issue for Material Requisition,11323,Material Requisition,-12,4505,0.76,4000,8000
2023-11-21,INTSHIP,Issue for Material Requisition,11309,Material Requisition,-72,4433,0.75,4000,8000
2023-11-22,INTSHIP,Issue for Material Requisition,11418,Material Requisition,-72,4361,0.73,4000,8000
2023-11-24,INTSHIP,Issue for Material Requisition,11442,Material Requisition,-12,4349,0.73,4000,8000
2023-11-24,INTSHIP,Issue for Material Requisition,11451,Material Requisition,-72,4277,0.72,4000,8000
2023-11-24,INTSHIP,Issue for Material Requisition,11450,Material Requisition,-36,4241,0.71,4000,8000
2023-11-24,INTSHIP,Issue for Material Requisition,11477,Material Requisition,-36,4205,0.71,4000,8000
2023-11-25,INTSHIP,Issue for Material Requisition,11488,Material Requisition,-36,4169,0.7,4000,8000
2023-11-25,INTSHIP,Issue for Material Requisition,11494,Material Requisition,-72,4097,0.69,4000,8000
2023-11-25,INTSHIP,Issue for Material Requisition,11478,Material Requisition,-72,4025,0.68,4000,8000
2023-11-27,INTSHIP,Issue for Material Requisition,11400,Material Requisition,-36,3989,0.67,4000,8000
2023-11-27,INTSHIP,Issue for Material Requisition,11525,Material Requisition,-36,3953,0.67,4000,8000
2023-11-27,INTSHIP,Issue for Material Requisition,10745,Material Requisition,-4,3949,0.66,4000,8000
2023-11-27,INTSHIP,Issue for Material Requisition,10039,Material Requisition,-19,3930,0.66,4000,8000
2023-11-28,INTSHIP,Issue for Material Requisition,11618,Material Requisition,-36,3894,0.66,4000,8000
2023-11-28,INTSHIP,Issue for Material Requisition,11582,Material Requisition,-36,3858,0.65,4000,8000
2023-11-28,INTSHIP,Issue for Material Requisition,11528,Material Requisition,-24,3834,0.64,4000,8000
2023-11-28,INTSHIP,Issue for Material Requisition,11539,Material Requisition,-72,3762,0.63,4000,8000
2023-11-29,INTSHIP,Issue for Material Requisition,11664,Material Requisition,-36,3726,0.63,4000,8000
2023-11-29,INTSHIP,Issue for Material Requisition,11632,Material Requisition,-72,3654,0.61,4000,8000
2023-11-30,INTSHIP,Issue for Material Requisition,11705,Material Requisition,-36,3618,0.61,4000,8000
2023-11-30,INTSHIP,Issue for Material Requisition,11649,Material Requisition,-72,3546,0.6,4000,8000
2023-11-30,INTSHIP,Issue for Material Requisition,11708,Material Requisition,-72,3474,0.58,4000,8000
2023-12-01,INTSHIP,Issue for Material Requisition,11732,Material Requisition,-36,3438,0.58,4000,8000
2023-12-01,INTSHIP,Issue for Material Requisition,11745,Material Requisition,-72,3366,0.57,4000,8000
2023-12-02,INTSHIP,Issue for Material Requisition,11770,Material Requisition,-36,3330,0.56,4000,8000
2023-12-03,INTSHIP,Issue for Material Requisition,11838,Material Requisition,-36,3294,0.55,4000,8000
2023-12-03,INTSHIP,Issue for Material Requisition,11773,Material Requisition,-72,3222,0.54,4000,8000
2023-12-03,INTSHIP,Issue for Material Requisition,11848,Material Requisition,-72,3150,0.53,4000,8000
2023-12-03,INTSHIP,Issue for Material Requisition,11880,Material Requisition,-60,3090,0.52,4000,8000
2023-12-05,INTSHIP,Issue for Material Requisition,11906,Material Requisition,-48,3042,0.51,4000,8000
2023-12-05,INTSHIP,Issue for Material Requisition,11972,Material Requisition,-60,2982,0.5,4000,8000
2023-12-05,INTSHIP,Issue for Material Requisition,12017,Material Requisition,-48,2934,0.49,4000,8000
2023-12-06,INTSHIP,Issue for Material Requisition,12036,Material Requisition,-72,2862,0.48,4000,8000
2023-12-07,INTSHIP,Issue for Material Requisition,12094,Material Requisition,-45,2817,0.47,4000,8000
2023-12-07,INTSHIP,Issue for Material Requisition,12089,Material Requisition,-72,2745,0.46,4000,8000
2023-12-08,INTSHIP,Issue for Material Requisition,12115,Material Requisition,-36,2709,0.46,4000,8000
2023-12-09,INTSHIP,Issue for Material Requisition,12152,Material Requisition,-72,2637,0.44,4000,8000
2023-12-09,INTSHIP,Issue for Material Requisition,12174,Material Requisition,-48,2589,0.44,4000,8000
2023-12-09,INTSHIP,Issue for Material Requisition,12167,Material Requisition,-36,2553,0.43,4000,8000
2023-12-11,INTSHIP,Issue for Material Requisition,12262,Material Requisition,-72,2481,0.42,4000,8000
2023-12-11,INTSHIP,Issue for Material Requisition,12288,Material Requisition,-36,2445,0.41,4000,8000
2023-12-11,INTSHIP,Issue for Material Requisition,12199,Material Requisition,-36,2409,0.41,4000,8000
2023-12-11,INTSHIP,Issue for Material Requisition,12325,Material Requisition,-3,2406,0.4,4000,8000
2023-12-11,INTSHIP,Issue for Material Requisition,12308,Material Requisition,-72,2334,0.39,4000,8000
2023-12-12,INTSHIP,Issue for Material Requisition,12362,Material Requisition,-72,2262,0.38,4000,8000
2023-12-13,INTSHIP,Issue for Material Requisition,12400,Material Requisition,-36,2226,0.37,4000,8000
2023-12-14,INTSHIP,Issue for Material Requisition,12443,Material Requisition,-72,2154,0.36,4000,8000
2023-12-14,INTSHIP,Issue for Material Requisition,12415,Material Requisition,-12,2142,0.36,4000,8000
2023-12-14,INTSHIP,Issue for Material Requisition,12506,Material Requisition,-72,2070,0.35,4000,8000
2023-12-15,INTSHIP,Issue for Material Requisition,12597,Material Requisition,-72,1998,0.34,4000,8000
2023-12-15,INTSHIP,Issue for Material Requisition,12588,Material Requisition,-36,1962,0.33,4000,8000
2023-12-15,INTSHIP,Issue for Material Requisition,12483,Material Requisition,-36,1926,0.32,4000,8000
2023-12-17,INTSHIP,Issue for Material Requisition,12692,Material Requisition,-36,1890,0.32,4000,8000
2023-12-17,INTSHIP,Issue for Material Requisition,12726,Material Requisition,-72,1818,0.31,4000,8000
2023-12-18,INTSHIP,Issue for Material Requisition,12650,Material Requisition,-36,1782,0.3,4000,8000
2023-12-18,ARRIVAL,Receipt of Purchase Order,3649,Purchase Order,3492,5274,0.89,4000,8000
2023-12-18,INTSHIP,Issue for Material Requisition,12841,Material Requisition,-24,5250,0.88,4000,8000
2023-12-19,ARRIVAL,Receipt of Purchase Order,3649,Purchase Order,3504,8754,1.47,4000,8000
2023-12-20,INTSHIP,Issue for Material Requisition,12783,Material Requisition,-36,8718,1.47,4000,8000
2023-12-20,INTSHIP,Issue for Material Requisition,12839,Material Requisition,-36,8682,1.46,4000,8000
2023-12-20,INTSHIP,Issue for Material Requisition,12910,Material Requisition,-36,8646,1.45,4000,8000
2023-12-20,INTSHIP,Issue for Material Requisition,12930,Material Requisition,-72,8574,1.44,4000,8000
2023-12-21,INTSHIP,Issue for Material Requisition,12877,Material Requisition,-72,8502,1.43,4000,8000
2023-12-21,INTSHIP,Issue for Material Requisition,12983,Material Requisition,-36,8466,1.42,4000,8000
2023-12-21,INTSHIP,Issue for Material Requisition,13034,Material Requisition,-24,8442,1.42,4000,8000
2023-12-21,INTSHIP,Issue for Material Requisition,13008,Material Requisition,-72,8370,1.41,4000,8000
2023-12-22,INTSHIP,Issue for Material Requisition,13057,Material Requisition,-72,8298,1.4,4000,8000
2023-12-23,INTSHIP,Issue for Material Requisition,13043,Material Requisition,-36,8262,1.39,4000,8000
2023-12-23,INTSHIP,Issue for Material Requisition,13091,Material Requisition,-48,8214,1.38,4000,8000
2023-12-23,INTSHIP,Issue for Material Requisition,13108,Material Requisition,-72,8142,1.37,4000,8000
2023-12-24,INTSHIP,Issue for Material Requisition,13165,Material Requisition,-72,8070,1.36,4000,8000
2023-12-24,INTSHIP,Issue for Material Requisition,13146,Material Requisition,-6,8064,1.36,4000,8000
2023-12-25,INTSHIP,Issue for Material Requisition,13207,Material Requisition,-48,8016,1.35,4000,8000
2023-12-25,INTSHIP,Issue for Material Requisition,13140,Material Requisition,-48,7968,1.34,4000,8000
2023-12-25,INTSHIP,Issue for Material Requisition,13269,Material Requisition,-46,7922,1.33,4000,8000
2023-12-26,INTSHIP,Issue for Material Requisition,13227,Material Requisition,-72,7850,1.32,4000,8000
2023-12-26,INTSHIP,Issue for Material Requisition,13323,Material Requisition,-48,7802,1.31,4000,8000
2023-12-30,INTSHIP,Issue for Material Requisition,13512,Material Requisition,-33,7730,1.3,4000,8000
2023-12-30,INTSHIP,Issue for Material Requisition,13512,Material Requisition,-33,7763,1.31,4000,8000
2023-12-30,INTSHIP,Issue for Material Requisition,13512,Material Requisition,-6,7796,1.31,4000,8000
2023-12-30,INTSHIP,Issue for Material Requisition,13328,Material Requisition,-12,7718,1.3,4000,8000
2023-12-30,INTSHIP,Issue for Material Requisition,13414,Material Requisition,-48,7670,1.29,4000,8000
2023-12-30,INTSHIP,Issue for Material Requisition,13501,Material Requisition,-36,7634,1.28,4000,8000
2023-12-30,INTSHIP,Issue for Material Requisition,13559,Material Requisition,-36,7598,1.28,4000,8000
2023-12-30,INTSHIP,Issue for Material Requisition,13456,Material Requisition,-72,7526,1.27,4000,8000
2023-12-30,INTSHIP,Issue for Material Requisition,13576,Material Requisition,-72,7454,1.25,4000,8000
2023-12-30,INTSHIP,Issue for Material Requisition,13620,Material Requisition,-33,7421,1.25,4000,8000
2023-12-31,INTSHIP,Issue for Material Requisition,13674,Material Requisition,-72,7349,1.24,4000,8000
2024-01-01,INTSHIP,Issue for Material Requisition,13695,Material Requisition,-45,7304,1.23,4000,8000
2024-01-02,INTSHIP,Issue for Material Requisition,13774,Material Requisition,-33,7271,1.22,4000,8000
2024-01-02,INTSHIP,Issue for Material Requisition,13833,Material Requisition,-33,7238,1.22,4000,8000
2024-01-02,INTSHIP,Issue for Material Requisition,13816,Material Requisition,-72,7166,1.21,4000,8000
2024-01-03,INTSHIP,Issue for Material Requisition,13745,Material Requisition,-72,7094,1.19,4000,8000
2024-01-03,INTSHIP,Issue for Material Requisition,13684,Material Requisition,-12,7082,1.19,4000,8000
2024-01-03,INTSHIP,Issue for Material Requisition,13899,Material Requisition,-36,7046,1.19,4000,8000
2024-01-04,INTSHIP,Issue for Material Requisition,13987,Material Requisition,-72,6974,1.17,4000,8000
2024-01-05,INTSHIP,Issue for Material Requisition,14059,Material Requisition,-72,6902,1.16,4000,8000
2024-01-05,INTSHIP,Issue for Material Requisition,12841,Material Requisition,-8,6894,1.16,4000,8000
2024-01-05,INTSHIP,Issue for Material Requisition,12325,Material Requisition,-1,6893,1.16,4000,8000
2024-01-06,INTSHIP,Issue for Material Requisition,14080,Material Requisition,-36,6857,1.15,4000,8000
2024-01-06,INTSHIP,Issue for Material Requisition,13911,Material Requisition,-36,6821,1.15,4000,8000
2024-01-06,INTSHIP,Issue for Material Requisition,13936,Material Requisition,-36,6785,1.14,4000,8000
2024-01-06,INTSHIP,Issue for Material Requisition,14101,Material Requisition,-72,6713,1.13,4000,8000
2024-01-07,INTSHIP,Issue for Material Requisition,14124,Material Requisition,-36,6677,1.12,4000,8000
2024-01-08,INTSHIP,Issue for Material Requisition,14148,Material Requisition,-72,6605,1.11,4000,8000
2024-01-09,INTSHIP,Issue for Material Requisition,14277,Material Requisition,-60,6545,1.1,4000,8000
2024-01-09,INTSHIP,Issue for Material Requisition,11827,Material Requisition,-72,6473,1.09,4000,8000
2024-01-09,INTSHIP,Issue for Material Requisition,14188,Material Requisition,-36,6437,1.08,4000,8000
2024-01-09,INTSHIP,Issue for Material Requisition,14293,Material Requisition,-72,6365,1.07,4000,8000
2024-01-10,INTSHIP,Issue for Material Requisition,14375,Material Requisition,-60,6305,1.06,4000,8000
2024-01-12,INTSHIP,Issue for Material Requisition,14509,Material Requisition,-72,6233,1.05,4000,8000
2024-01-12,INTSHIP,Issue for Material Requisition,14526,Material Requisition,-72,6161,1.04,4000,8000
2024-01-12,INTSHIP,Issue for Material Requisition,14421,Material Requisition,-36,6125,1.03,4000,8000
2024-01-12,INTSHIP,Issue for Material Requisition,14505,Material Requisition,-36,6089,1.02,4000,8000
2024-01-13,INTSHIP,Issue for Material Requisition,14432,Material Requisition,-60,6029,1.01,4000,8000
2024-01-13,INTSHIP,Issue for Material Requisition,14543,Material Requisition,-36,5993,1.01,4000,8000
2024-01-13,INTSHIP,Issue for Material Requisition,14550,Material Requisition,-84,5909,0.99,4000,8000
2024-01-14,INTSHIP,Issue for Material Requisition,14587,Material Requisition,-25,5861,0.99,4000,8000
2024-01-14,INTSHIP,Issue for Material Requisition,14587,Material Requisition,-23,5886,0.99,4000,8000
2024-01-17,INTSHIP,Issue for Material Requisition,14782,Material Requisition,-48,5813,0.98,4000,8000
2024-01-17,INTSHIP,Issue for Material Requisition,14655,Material Requisition,-48,5765,0.97,4000,8000
2024-01-20,INTSHIP,Issue for Material Requisition,14883,Material Requisition,-48,5717,0.96,4000,8000
2024-01-20,INTSHIP,Issue for Material Requisition,14832,Material Requisition,-42,5675,0.95,4000,8000
2024-01-21,INTSHIP,Issue for Material Requisition,14929,Material Requisition,-48,5627,0.95,4000,8000
2024-01-21,INTSHIP,Issue for Material Requisition,14769,Material Requisition,-72,5555,0.93,4000,8000
2024-01-21,INTSHIP,Issue for Material Requisition,14859,Material Requisition,-48,5507,0.93,4000,8000
